Timestamp,Author_ID,Tweet,Likes,Retweets,Sentiment
2025-03-07 15:00:55.355914,61422,Not impressed with this style. #fashionfail,280,186,Negative
2025-03-10 15:00:55.355918,36281,Attending fashion week next week. #fashion,185,133,Neutral
2025-03-12 15:00:55.355922,39558,Not impressed with this style. #fashionfail,146,76,Negative
2025-03-29 15:00:55.355927,83617,Terrible stitching on this shirt. #stylecritic,74,126,Negative
2025-03-10 15:00:55.355931,79889,Feeling fabulous in this new dress. #fashiontrends,369,186,Positive
2025-03-14 15:00:55.355935,81121,Looking up new fashion trends. #trendwatch,34,7,Neutral
2025-03-22 15:00:55.355940,85214,Terrible stitching on this shirt. #stylecritic,203,96,Negative
2025-03-02 15:00:55.355944,70708,Feeling fabulous in this new dress. #fashiontrends,254,140,Positive
2025-03-10 15:00:55.355948,57873,Not impressed with this style. #fashionfail,349,68,Negative
2025-03-30 15:00:55.355953,74195,Feeling fabulous in this new dress. #fashiontrends,53,156,Positive
2025-04-01 15:00:55.355957,39298,Exploring vintage styles. #styleinspo,14,192,Neutral
2025-03-24 15:00:55.355961,21450,Loving my new outfit! #fashion,345,127,Positive
2025-03-26 15:00:55.355966,78918,Loving my new outfit! #fashion,398,36,Positive
2025-03-21 15:00:55.355970,97105,Very disappointed with the fit. #fashion,207,152,Negative
2025-03-11 15:00:55.355975,40907,Feeling fabulous in this new dress. #fashiontrends,491,175,Positive
2025-03-15 15:00:55.355979,19389,Exploring vintage styles. #styleinspo,293,185,Neutral
2025-03-22 15:00:55.355984,86226,Looking up new fashion trends. #trendwatch,493,158,Neutral
2025-03-20 15:00:55.355989,62561,Loving my new outfit! #fashion,329,101,Positive
2025-03-10 15:00:55.355995,56928,Exploring vintage styles. #styleinspo,349,101,Neutral
2025-03-12 15:00:55.356002,57881,Feeling fabulous in this new dress. #fashiontrends,32,97,Positive
2025-03-17 15:00:55.356009,95289,Loving my new outfit! #fashion,429,52,Positive
2025-03-07 15:00:55.356017,48074,Looking up new fashion trends. #trendwatch,69,94,Neutral
2025-03-26 15:00:55.356024,82134,Looking up new fashion trends. #trendwatch,369,93,Neutral
2025-03-16 15:00:55.356031,53328,Terrible stitching on this shirt. #stylecritic,323,52,Negative
2025-03-24 15:00:55.356038,16820,Loving my new outfit! #fashion,206,112,Positive
2025-03-04 15:00:55.356044,87260,Exploring vintage styles. #styleinspo,472,45,Neutral
2025-03-08 15:00:55.356049,57978,Loving my new outfit! #fashion,202,42,Positive
2025-03-22 15:00:55.356056,63425,Looking up new fashion trends. #trendwatch,129,134,Neutral
2025-04-01 15:00:55.356063,20341,Exploring vintage styles. #styleinspo,125,197,Neutral
2025-03-12 15:00:55.356070,13302,Feeling fabulous in this new dress. #fashiontrends,148,99,Positive
2025-03-14 15:00:55.356077,92685,The new Zara collection is amazing. #style,418,28,Positive
2025-03-04 15:00:55.356085,78655,Terrible stitching on this shirt. #stylecritic,380,48,Negative
2025-03-25 15:00:55.356092,62279,Exploring vintage styles. #styleinspo,215,166,Neutral
2025-03-07 15:00:55.356099,16202,Terrible stitching on this shirt. #stylecritic,427,116,Negative
2025-03-06 15:00:55.356103,13948,Feeling fabulous in this new dress. #fashiontrends,417,158,Positive
2025-03-10 15:00:55.356108,19704,Loving my new outfit! #fashion,70,45,Positive
2025-03-23 15:00:55.356113,87583,Loving my new outfit! #fashion,187,165,Positive
2025-03-11 15:00:55.356118,58770,Feeling fabulous in this new dress. #fashiontrends,452,119,Positive
2025-03-23 15:00:55.356122,17590,Not impressed with this style. #fashionfail,46,87,Negative
2025-03-07 15:00:55.356129,12459,Feeling fabulous in this new dress. #fashiontrends,382,23,Positive
2025-03-27 15:00:55.356136,31374,Looking up new fashion trends. #trendwatch,302,28,Neutral
2025-03-20 15:00:55.356143,17027,Looking up new fashion trends. #trendwatch,430,165,Neutral
2025-03-23 15:00:55.356152,26220,Very disappointed with the fit. #fashion,122,147,Negative
2025-03-16 15:00:55.356159,20406,Attending fashion week next week. #fashion,325,33,Neutral
2025-04-01 15:00:55.356167,45474,Loving my new outfit! #fashion,200,11,Positive
2025-03-02 15:00:55.356173,20110,Attending fashion week next week. #fashion,455,40,Neutral
2025-03-23 15:00:55.356178,49573,Not impressed with this style. #fashionfail,143,27,Negative
2025-03-22 15:00:55.356183,40907,Feeling fabulous in this new dress. #fashiontrends,84,75,Positive
2025-03-19 15:00:55.356187,62077,The new Zara collection is amazing. #style,236,171,Positive
2025-03-06 15:00:55.356191,89947,Not impressed with this style. #fashionfail,88,71,Negative
2025-03-22 15:00:55.356196,71858,The new Zara collection is amazing. #style,338,162,Positive
2025-03-06 15:00:55.356200,64993,Feeling fabulous in this new dress. #fashiontrends,81,164,Positive
2025-03-05 15:00:55.356205,84997,Feeling fabulous in this new dress. #fashiontrends,246,133,Positive
2025-03-12 15:00:55.356209,47405,Feeling fabulous in this new dress. #fashiontrends,290,23,Positive
2025-03-14 15:00:55.356214,40465,The new Zara collection is amazing. #style,208,71,Positive
2025-03-27 15:00:55.356218,54881,Not impressed with this style. #fashionfail,0,109,Negative
2025-03-16 15:00:55.356224,78041,Attending fashion week next week. #fashion,449,172,Neutral
2025-03-07 15:00:55.356228,36050,Terrible stitching on this shirt. #stylecritic,439,163,Negative
2025-03-20 15:00:55.356233,97336,Feeling fabulous in this new dress. #fashiontrends,407,64,Positive
2025-04-01 15:00:55.356237,91174,Loving my new outfit! #fashion,441,109,Positive
2025-03-07 15:00:55.356241,74086,Not impressed with this style. #fashionfail,276,72,Negative
2025-03-03 15:00:55.356246,12819,Loving my new outfit! #fashion,356,16,Positive
2025-03-28 15:00:55.356250,32997,Exploring vintage styles. #styleinspo,374,127,Neutral
2025-03-27 15:00:55.356255,58699,Not impressed with this style. #fashionfail,103,41,Negative
2025-03-23 15:00:55.356259,66640,Loving my new outfit! #fashion,168,48,Positive
2025-03-16 15:00:55.356263,39306,Feeling fabulous in this new dress. #fashiontrends,148,147,Positive
2025-03-09 15:00:55.356268,83368,Feeling fabulous in this new dress. #fashiontrends,481,85,Positive
2025-03-14 15:00:55.356272,42429,The new Zara collection is amazing. #style,363,111,Positive
2025-03-11 15:00:55.356276,32971,Very disappointed with the fit. #fashion,422,128,Negative
2025-03-06 15:00:55.356281,64422,Terrible stitching on this shirt. #stylecritic,88,38,Negative
2025-03-02 15:00:55.356285,33875,The new Zara collection is amazing. #style,284,141,Positive
2025-03-07 15:00:55.356290,45977,Feeling fabulous in this new dress. #fashiontrends,187,187,Positive
2025-03-12 15:00:55.356295,74118,Feeling fabulous in this new dress. #fashiontrends,423,36,Positive
2025-03-04 15:00:55.356299,58515,Looking up new fashion trends. #trendwatch,252,96,Neutral
2025-03-23 15:00:55.356304,78550,Feeling fabulous in this new dress. #fashiontrends,332,0,Positive
2025-03-23 15:00:55.356309,66152,Loving my new outfit! #fashion,389,192,Positive
2025-03-03 15:00:55.356314,13411,Exploring vintage styles. #styleinspo,484,138,Neutral
2025-03-10 15:00:55.356319,22485,Attending fashion week next week. #fashion,164,187,Neutral
2025-03-25 15:00:55.356323,12767,Exploring vintage styles. #styleinspo,481,6,Neutral
2025-03-17 15:00:55.356327,96653,Terrible stitching on this shirt. #stylecritic,93,181,Negative
2025-03-28 15:00:55.356332,41042,Not impressed with this style. #fashionfail,353,177,Negative
2025-03-06 15:00:55.356337,28137,Attending fashion week next week. #fashion,234,106,Neutral
2025-03-20 15:00:55.356341,79140,Attending fashion week next week. #fashion,198,87,Neutral
2025-03-03 15:00:55.356346,16180,Exploring vintage styles. #styleinspo,497,47,Neutral
2025-03-15 15:00:55.356350,95255,Looking up new fashion trends. #trendwatch,466,24,Neutral
2025-03-09 15:00:55.356355,66139,Very disappointed with the fit. #fashion,216,26,Negative
2025-03-03 15:00:55.356359,64864,Exploring vintage styles. #styleinspo,105,196,Neutral
2025-03-03 15:00:55.356364,80792,The new Zara collection is amazing. #style,451,35,Positive
2025-03-13 15:00:55.356368,67446,Feeling fabulous in this new dress. #fashiontrends,173,113,Positive
2025-04-01 15:00:55.356372,49611,Not impressed with this style. #fashionfail,2,110,Negative
2025-03-21 15:00:55.356377,35005,Not impressed with this style. #fashionfail,426,126,Negative
2025-03-14 15:00:55.356381,17380,Terrible stitching on this shirt. #stylecritic,455,188,Negative
2025-03-30 15:00:55.356385,92186,Very disappointed with the fit. #fashion,109,91,Negative
2025-03-18 15:00:55.356390,71930,Very disappointed with the fit. #fashion,395,177,Negative
2025-03-08 15:00:55.356394,59408,Attending fashion week next week. #fashion,239,184,Neutral
2025-03-09 15:00:55.356399,17705,Not impressed with this style. #fashionfail,466,120,Negative
2025-03-27 15:00:55.356403,67154,Exploring vintage styles. #styleinspo,350,117,Neutral
2025-03-29 15:00:55.356547,88736,Feeling fabulous in this new dress. #fashiontrends,3,123,Positive
2025-03-18 15:00:55.356555,12944,Loving my new outfit! #fashion,429,57,Positive
2025-03-24 15:00:55.356563,67289,Attending fashion week next week. #fashion,319,141,Neutral
2025-03-15 15:00:55.356570,77675,Attending fashion week next week. #fashion,180,14,Neutral
2025-03-19 15:00:55.356575,59626,Exploring vintage styles. #styleinspo,368,196,Neutral
2025-03-19 15:00:55.356579,55034,Not impressed with this style. #fashionfail,72,185,Negative
2025-03-02 15:00:55.356584,60675,Attending fashion week next week. #fashion,389,34,Neutral
2025-03-05 15:00:55.356588,63963,Loving my new outfit! #fashion,40,85,Positive
2025-03-29 15:00:55.356593,24462,Loving my new outfit! #fashion,253,167,Positive
2025-03-11 15:00:55.356597,21835,Not impressed with this style. #fashionfail,398,189,Negative
2025-03-02 15:00:55.356602,14384,Terrible stitching on this shirt. #stylecritic,463,187,Negative
2025-03-17 15:00:55.356608,17473,The new Zara collection is amazing. #style,477,197,Positive
2025-03-29 15:00:55.356613,64275,Attending fashion week next week. #fashion,170,37,Neutral
2025-03-04 15:00:55.356617,35186,Not impressed with this style. #fashionfail,444,1,Negative
2025-03-24 15:00:55.356621,25531,Not impressed with this style. #fashionfail,400,24,Negative
2025-03-11 15:00:55.356626,77955,Attending fashion week next week. #fashion,297,191,Neutral
2025-03-04 15:00:55.356630,84674,Terrible stitching on this shirt. #stylecritic,236,91,Negative
2025-03-06 15:00:55.356635,75379,Loving my new outfit! #fashion,184,134,Positive
2025-03-17 15:00:55.356640,89893,Feeling fabulous in this new dress. #fashiontrends,22,96,Positive
2025-03-22 15:00:55.356644,37405,Not impressed with this style. #fashionfail,106,110,Negative
2025-03-16 15:00:55.356648,50164,Exploring vintage styles. #styleinspo,324,173,Neutral
2025-03-06 15:00:55.356653,47609,The new Zara collection is amazing. #style,5,179,Positive
2025-03-23 15:00:55.356657,96601,The new Zara collection is amazing. #style,461,59,Positive
2025-03-23 15:00:55.356661,96357,Exploring vintage styles. #styleinspo,161,55,Neutral
2025-03-12 15:00:55.356668,79244,Exploring vintage styles. #styleinspo,344,65,Neutral
2025-03-25 15:00:55.356672,85198,Looking up new fashion trends. #trendwatch,459,108,Neutral
2025-03-04 15:00:55.356677,87217,Feeling fabulous in this new dress. #fashiontrends,448,126,Positive
2025-03-24 15:00:55.356681,95722,Loving my new outfit! #fashion,165,93,Positive
2025-03-12 15:00:55.356686,27927,Very disappointed with the fit. #fashion,370,36,Negative
2025-03-17 15:00:55.356691,37779,Not impressed with this style. #fashionfail,11,115,Negative
2025-03-30 15:00:55.356695,58481,Feeling fabulous in this new dress. #fashiontrends,40,175,Positive
2025-03-08 15:00:55.356700,34260,Feeling fabulous in this new dress. #fashiontrends,480,2,Positive
2025-03-17 15:00:55.356704,97706,Terrible stitching on this shirt. #stylecritic,55,133,Negative
2025-03-04 15:00:55.356708,81390,Not impressed with this style. #fashionfail,18,132,Negative
2025-03-02 15:00:55.356713,82691,Terrible stitching on this shirt. #stylecritic,219,52,Negative
2025-03-16 15:00:55.356717,82157,Terrible stitching on this shirt. #stylecritic,35,7,Negative
2025-03-09 15:00:55.356721,82540,Feeling fabulous in this new dress. #fashiontrends,201,141,Positive
2025-03-12 15:00:55.356726,80887,The new Zara collection is amazing. #style,452,111,Positive
2025-03-28 15:00:55.356732,22249,Not impressed with this style. #fashionfail,294,113,Negative
2025-04-01 15:00:55.356739,91283,Loving my new outfit! #fashion,44,184,Positive
2025-03-28 15:00:55.356747,93419,Not impressed with this style. #fashionfail,445,32,Negative
2025-03-12 15:00:55.356754,95557,Very disappointed with the fit. #fashion,34,69,Negative
2025-03-23 15:00:55.356761,34708,The new Zara collection is amazing. #style,333,32,Positive
2025-03-05 15:00:55.356769,47599,Terrible stitching on this shirt. #stylecritic,47,7,Negative
2025-03-20 15:00:55.356777,85139,Feeling fabulous in this new dress. #fashiontrends,114,138,Positive
2025-04-01 15:00:55.356782,28180,Loving my new outfit! #fashion,20,146,Positive
2025-03-28 15:00:55.356786,98476,Feeling fabulous in this new dress. #fashiontrends,238,10,Positive
2025-03-12 15:00:55.356790,29806,The new Zara collection is amazing. #style,178,149,Positive
2025-03-25 15:00:55.356795,93547,Loving my new outfit! #fashion,248,30,Positive
2025-03-29 15:00:55.356799,66160,Exploring vintage styles. #styleinspo,237,58,Neutral
2025-03-20 15:00:55.356803,91088,Loving my new outfit! #fashion,247,121,Positive
2025-03-21 15:00:55.356808,18276,Feeling fabulous in this new dress. #fashiontrends,149,39,Positive
2025-03-31 15:00:55.356812,33717,Looking up new fashion trends. #trendwatch,104,44,Neutral
2025-03-31 15:00:55.356817,19498,Looking up new fashion trends. #trendwatch,367,54,Neutral
2025-03-27 15:00:55.356821,69196,Not impressed with this style. #fashionfail,197,7,Negative
2025-03-18 15:00:55.356825,67813,Looking up new fashion trends. #trendwatch,286,28,Neutral
2025-03-12 15:00:55.356830,69026,Terrible stitching on this shirt. #stylecritic,29,91,Negative
2025-03-11 15:00:55.356834,28326,Feeling fabulous in this new dress. #fashiontrends,411,155,Positive
2025-03-03 15:00:55.356839,68656,Very disappointed with the fit. #fashion,473,70,Negative
2025-03-24 15:00:55.356843,54341,Not impressed with this style. #fashionfail,267,64,Negative
2025-03-08 15:00:55.356848,72231,Attending fashion week next week. #fashion,436,148,Neutral
2025-03-10 15:00:55.356852,47767,Very disappointed with the fit. #fashion,69,166,Negative
2025-03-09 15:00:55.356859,83045,Very disappointed with the fit. #fashion,260,107,Negative
2025-03-13 15:00:55.356866,46800,Very disappointed with the fit. #fashion,79,38,Negative
2025-03-04 15:00:55.356875,65192,Not impressed with this style. #fashionfail,161,36,Negative
2025-03-30 15:00:55.356882,38302,Terrible stitching on this shirt. #stylecritic,14,177,Negative
2025-03-10 15:00:55.356887,36038,Exploring vintage styles. #styleinspo,157,1,Neutral
2025-03-29 15:00:55.356891,68785,Attending fashion week next week. #fashion,104,13,Neutral
2025-03-16 15:00:55.356896,86712,Loving my new outfit! #fashion,105,129,Positive
2025-03-05 15:00:55.356900,15699,Exploring vintage styles. #styleinspo,481,8,Neutral
2025-03-03 15:00:55.356905,13903,Looking up new fashion trends. #trendwatch,0,92,Neutral
2025-03-25 15:00:55.356909,76389,The new Zara collection is amazing. #style,151,10,Positive
2025-03-26 15:00:55.356914,79044,Feeling fabulous in this new dress. #fashiontrends,401,113,Positive
2025-03-18 15:00:55.356918,95229,Loving my new outfit! #fashion,264,132,Positive
2025-03-27 15:00:55.356923,35179,Very disappointed with the fit. #fashion,0,144,Negative
2025-03-18 15:00:55.356928,23310,Feeling fabulous in this new dress. #fashiontrends,395,186,Positive
2025-03-24 15:00:55.356932,19290,The new Zara collection is amazing. #style,277,183,Positive
2025-03-21 15:00:55.356937,97090,Very disappointed with the fit. #fashion,350,7,Negative
2025-03-13 15:00:55.356942,79674,Feeling fabulous in this new dress. #fashiontrends,105,80,Positive
2025-03-23 15:00:55.356947,25985,Feeling fabulous in this new dress. #fashiontrends,192,49,Positive
2025-03-30 15:00:55.356954,52363,Feeling fabulous in this new dress. #fashiontrends,328,31,Positive
2025-03-07 15:00:55.356961,27772,Attending fashion week next week. #fashion,383,121,Neutral
2025-03-14 15:00:55.356968,61004,Loving my new outfit! #fashion,297,153,Positive
2025-03-09 15:00:55.356976,19128,Feeling fabulous in this new dress. #fashiontrends,167,135,Positive
2025-03-05 15:00:55.356981,72051,Not impressed with this style. #fashionfail,475,147,Negative
2025-03-09 15:00:55.356986,46328,Feeling fabulous in this new dress. #fashiontrends,1,50,Positive
2025-03-19 15:00:55.356990,34515,Attending fashion week next week. #fashion,190,172,Neutral
2025-03-19 15:00:55.356995,84504,Attending fashion week next week. #fashion,348,78,Neutral
2025-03-25 15:00:55.356999,76991,Looking up new fashion trends. #trendwatch,500,169,Neutral
2025-03-20 15:00:55.357004,53104,Not impressed with this style. #fashionfail,277,7,Negative
2025-03-24 15:00:55.357008,66325,The new Zara collection is amazing. #style,212,111,Positive
2025-03-25 15:00:55.357013,64774,Attending fashion week next week. #fashion,316,133,Neutral
2025-03-27 15:00:55.357018,31617,Terrible stitching on this shirt. #stylecritic,161,161,Negative
2025-03-10 15:00:55.357022,92972,Not impressed with this style. #fashionfail,35,175,Negative
2025-03-29 15:00:55.357027,33403,Exploring vintage styles. #styleinspo,126,38,Neutral
2025-03-09 15:00:55.357031,22830,Looking up new fashion trends. #trendwatch,366,163,Neutral
2025-03-15 15:00:55.357036,65961,Feeling fabulous in this new dress. #fashiontrends,59,96,Positive
2025-03-07 15:00:55.357040,34630,Looking up new fashion trends. #trendwatch,345,62,Neutral
2025-03-23 15:00:55.357045,69706,Exploring vintage styles. #styleinspo,138,160,Neutral
2025-03-07 15:00:55.357049,61365,Looking up new fashion trends. #trendwatch,426,55,Neutral
2025-03-02 15:00:55.357053,88867,Not impressed with this style. #fashionfail,434,45,Negative
2025-03-28 15:00:55.357058,68721,Very disappointed with the fit. #fashion,438,188,Negative
2025-03-10 15:00:55.357062,54754,Terrible stitching on this shirt. #stylecritic,358,152,Negative
2025-03-16 15:00:55.357067,81927,The new Zara collection is amazing. #style,335,143,Positive
2025-03-06 15:00:55.357071,38292,Looking up new fashion trends. #trendwatch,311,23,Neutral
2025-03-03 15:00:55.357076,72242,Feeling fabulous in this new dress. #fashiontrends,236,76,Positive
2025-03-15 15:00:55.357081,28143,Not impressed with this style. #fashionfail,493,30,Negative
2025-03-25 15:00:55.357085,42329,Exploring vintage styles. #styleinspo,147,5,Neutral
2025-03-25 15:00:55.357089,29495,Not impressed with this style. #fashionfail,55,175,Negative
2025-03-24 15:00:55.357094,55459,Looking up new fashion trends. #trendwatch,481,40,Neutral
2025-03-05 15:00:55.357099,33646,The new Zara collection is amazing. #style,338,71,Positive
2025-03-07 15:00:55.357104,25288,Terrible stitching on this shirt. #stylecritic,270,77,Negative
2025-03-20 15:00:55.357109,20372,Looking up new fashion trends. #trendwatch,168,90,Neutral
2025-03-20 15:00:55.357113,36985,The new Zara collection is amazing. #style,48,145,Positive
2025-03-27 15:00:55.357118,73121,Very disappointed with the fit. #fashion,175,195,Negative
2025-03-02 15:00:55.357122,87596,Terrible stitching on this shirt. #stylecritic,284,139,Negative
2025-03-07 15:00:55.357127,36883,Exploring vintage styles. #styleinspo,301,52,Neutral
2025-03-14 15:00:55.357132,75200,Loving my new outfit! #fashion,434,35,Positive
2025-03-04 15:00:55.357139,80150,Loving my new outfit! #fashion,311,168,Positive
2025-03-26 15:00:55.357147,33775,Exploring vintage styles. #styleinspo,352,166,Neutral
2025-03-29 15:00:55.357155,60529,Attending fashion week next week. #fashion,183,93,Neutral
2025-03-23 15:00:55.357162,21965,Looking up new fashion trends. #trendwatch,44,108,Neutral
2025-03-29 15:00:55.357170,17426,Looking up new fashion trends. #trendwatch,247,120,Neutral
